,state_id,area_type,age_group,employment_status,male,female
674,14,Total,10-14,employed,4602,3907
675,14,Total,15-19,employed,19174,15274
676,14,Total,20-24,employed,55815,37230
677,14,Total,25-29,employed,84692,50090
678,14,Total,30-34,employed,83582,46326
679,14,Total,35-39,employed,80630,44784
680,14,Total,40-49,employed,136730,78174
681,14,Total,50-59,employed,89438,50551
682,14,Total,60-69,employed,40018,21685
683,14,Total,70-79,employed,13167,6675
684,14,Total,80+,employed,4047,2037
685,14,Total,Age not stated,employed,1478,761
686,14,Total,15-59,employed,550061,322429
687,14,Total,60+,employed,57232,30397
688,14,Rural,Total,employed,442482,271000
689,14,Rural,5-9,employed,1530,1308
690,14,Rural,10-14,employed,3968,3458
691,14,Rural,15-19,employed,15987,13300
692,14,Rural,20-24,employed,43278,30428
693,14,Rural,25-29,employed,61689,38293
694,14,Rural,30-34,employed,59193,34809
695,14,Rural,35-39,employed,56630,33230
696,14,Rural,40-49,employed,95430,57224
697,14,Rural,50-59,employed,61250,35455
698,14,Rural,60-69,employed,29383,16258
699,14,Rural,70-79,employed,9920,5060
700,14,Rural,80+,employed,3090,1605
701,14,Rural,Age not stated,employed,1134,572
702,14,Rural,15-59,employed,393457,242739
703,14,Rural,60+,employed,42393,22923
704,14,Urban,Total,employed,172653,88028
705,14,Urban,5-9,employed,232,226
706,14,Urban,10-14,employed,634,449
707,14,Urban,15-19,employed,3187,1974
708,14,Urban,20-24,employed,12537,6802
709,14,Urban,25-29,employed,23003,11797
710,14,Urban,30-34,employed,24389,11517
711,14,Urban,35-39,employed,24000,11554
712,14,Urban,40-49,employed,41300,20950
713,14,Urban,50-59,employed,28188,15096
714,14,Urban,60-69,employed,10635,5427
715,14,Urban,70-79,employed,3247,1615
716,14,Urban,80+,employed,957,432
717,14,Urban,Age not stated,employed,344,189
718,14,Urban,15-59,employed,156604,79690
719,14,Urban,60+,employed,14839,7474
720,15,Total,Total,employed,263305,151725
721,15,Total,5-9,employed,225,223
722,15,Total,10-14,employed,1237,1108
723,15,Total,15-19,employed,12934,8771
724,15,Total,20-24,employed,31458,17986
725,15,Total,25-29,employed,39976,21501
726,15,Total,30-34,employed,37902,20992
727,15,Total,35-39,employed,32870,19045
728,15,Total,40-49,employed,52042,31386
729,15,Total,50-59,employed,34769,20578
730,15,Total,60-69,employed,14628,7844
731,15,Total,70-79,employed,4293,1885
732,15,Total,80+,employed,836,336
733,15,Total,Age not stated,employed,135,70
734,15,Total,15-59,employed,241951,140259
735,15,Total,60+,employed,19757,10065
736,15,Rural,Total,employed,134888,82936
737,15,Rural,5-9,employed,126,127
738,15,Rural,10-14,employed,910,853
739,15,Rural,15-19,employed,8767,6422
740,15,Rural,20-24,employed,18354,11720
741,15,Rural,25-29,employed,20602,12003
742,15,Rural,30-34,employed,18342,10818
743,15,Rural,35-39,employed,15589,9492
744,15,Rural,40-49,employed,23668,15058
745,15,Rural,50-59,employed,17161,10648
746,15,Rural,60-69,employed,8289,4503
747,15,Rural,70-79,employed,2546,1048
748,15,Rural,80+,employed,460,200
749,15,Rural,Age not stated,employed,74,44
750,15,Rural,15-59,employed,122483,76161
751,15,Rural,60+,employed,11295,5751
752,15,Urban,Total,employed,128417,68789
753,15,Urban,5-9,employed,99,96
754,15,Urban,10-14,employed,327,255
755,15,Urban,15-19,employed,4167,2349
756,15,Urban,20-24,employed,13104,6266
757,15,Urban,25-29,employed,19374,9498
758,15,Urban,30-34,employed,19560,10174
759,15,Urban,35-39,employed,17281,9553
760,15,Urban,40-49,employed,28374,16328
761,15,Urban,50-59,employed,17608,9930
762,15,Urban,60-69,employed,6339,3341
763,15,Urban,70-79,employed,1747,837
764,15,Urban,80+,employed,376,136
765,15,Urban,Age not stated,employed,61,26
766,15,Urban,15-59,employed,119468,64098
767,15,Urban,60+,employed,8462,4314
768,16,Total,Total,employed,887881,189138
769,16,Total,5-9,employed,577,418
770,16,Total,10-14,employed,2758,1245
771,16,Total,15-19,employed,25818,7737
772,16,Total,20-24,employed,85031,18003
773,16,Total,25-29,employed,124906,23838
774,16,Total,30-34,employed,122304,23948
775,16,Total,35-39,employed,124342,27517
776,16,Total,40-49,employed,205692,47268
777,16,Total,50-59,employed,126155,26554
778,16,Total,60-69,employed,48797,9019
779,16,Total,70-79,employed,16313,2692
780,16,Total,80+,employed,4896,826
781,16,Total,Age not stated,employed,292,73
782,16,Total,15-59,employed,814248,174865
783,16,Total,60+,employed,70006,12537
784,16,Rural,Total,employed,637023,139560
785,16,Rural,5-9,employed,439,331
786,16,Rural,10-14,employed,2191,1041
787,16,Rural,15-19,employed,20564,6806
788,16,Rural,20-24,employed,65850,15159
789,16,Rural,25-29,employed,92872,18602
790,16,Rural,30-34,employed,88090,17973
791,16,Rural,35-39,employed,87838,19796
792,16,Rural,40-49,employed,139729,32289
793,16,Rural,50-59,employed,83160,17142
794,16,Rural,60-69,employed,38647,7430
795,16,Rural,70-79,employed,13361,2259
796,16,Rural,80+,employed,4101,686
797,16,Rural,Age not stated,employed,181,46
798,16,Rural,15-59,employed,578103,127767
799,16,Rural,60+,employed,56109,10375
800,16,Urban,Total,employed,250858,49578
801,16,Urban,5-9,employed,138,87
802,16,Urban,10-14,employed,567,204
803,16,Urban,15-19,employed,5254,931
804,16,Urban,20-24,employed,19181,2844
805,16,Urban,25-29,employed,32034,5236
806,16,Urban,30-34,employed,34214,5975
807,16,Urban,35-39,employed,36504,7721
808,16,Urban,40-49,employed,65963,14979
809,16,Urban,50-59,employed,42995,9412
810,16,Urban,60-69,employed,10150,1589
811,16,Urban,70-79,employed,2952,433
812,16,Urban,80+,employed,795,140
813,16,Urban,Age not stated,employed,111,27
814,16,Urban,15-59,employed,236145,47098
815,16,Urban,60+,employed,13897,2162
816,17,Total,Total,employed,585520,336055
817,17,Total,5-9,employed,2468,2277
818,17,Total,10-14,employed,8615,5479
819,17,Total,15-19,employed,37174,22719
820,17,Total,20-24,employed,70124,42544
821,17,Total,25-29,employed,90355,50237
822,17,Total,30-34,employed,77935,42726
823,17,Total,35-39,employed,73734,42319
824,17,Total,40-49,employed,117424,68311
825,17,Total,50-59,employed,64583,36336
826,17,Total,60-69,employed,29393,16173
827,17,Total,70-79,employed,9195,4877
828,17,Total,80+,employed,2974,1425
829,17,Total,Age not stated,employed,1546,632
830,17,Total,15-59,employed,531329,305192
831,17,Total,60+,employed,41562,22475
832,17,Rural,Total,employed,455430,275529
833,17,Rural,5-9,employed,2326,2163
834,17,Rural,10-14,employed,8004,5032
835,17,Rural,15-19,employed,32435,20599
836,17,Rural,20-24,employed,56328,37431
837,17,Rural,25-29,employed,68780,40679
838,17,Rural,30-34,employed,57601,33629
839,17,Rural,35-39,employed,55497,33383
840,17,Rural,40-49,employed,88552,53898
841,17,Rural,50-59,employed,49230,28446
842,17,Rural,60-69,employed,25102,14159
843,17,Rural,70-79,employed,8067,4310
844,17,Rural,80+,employed,2539,1240
845,17,Rural,Age not stated,employed,969,560
846,17,Rural,15-59,employed,408423,248065
847,17,Rural,60+,employed,35708,19709
848,17,Urban,Total,employed,130090,60526
849,17,Urban,5-9,employed,142,114
850,17,Urban,10-14,employed,611,447
851,17,Urban,15-19,employed,4739,2120
852,17,Urban,20-24,employed,13796,5113
853,17,Urban,25-29,employed,21575,9558
854,17,Urban,30-34,employed,20334,9097
855,17,Urban,35-39,employed,18237,8936
856,17,Urban,40-49,employed,28872,14413
857,17,Urban,50-59,employed,15353,7890
858,17,Urban,60-69,employed,4291,2014
859,17,Urban,70-79,employed,1128,567
860,17,Urban,80+,employed,435,185
861,17,Urban,Age not stated,employed,577,72
862,17,Urban,15-59,employed,122906,57127
863,17,Urban,60+,employed,5854,2766
864,18,Total,Total,employed,7034642,1652481
865,18,Total,5-9,employed,10970,8098
866,18,Total,10-14,employed,58975,21469
867,18,Total,15-19,employed,331787,86469
868,18,Total,20-24,employed,657005,174801
869,18,Total,25-29,employed,944686,231560
870,18,Total,30-34,employed,920173,222646
871,18,Total,35-39,employed,968900,235767
872,18,Total,40-49,employed,1579650,370120
873,18,Total,50-59,employed,946614,191404
874,18,Total,60-69,employed,426358,79670
875,18,Total,70-79,employed,146378,22504
876,18,Total,80+,employed,39769,7045
877,18,Total,Age not stated,employed,3377,928
878,18,Total,15-59,employed,6348815,1512767
879,18,Total,60+,employed,612505,109219
880,18,Rural,Total,employed,5880174,1430841
881,18,Rural,5-9,employed,9749,7186
882,18,Rural,10-14,employed,53505,19059
883,18,Rural,15-19,employed,299099,79471
884,18,Rural,20-24,employed,569308,157886
885,18,Rural,25-29,employed,800056,201994
886,18,Rural,30-34,employed,765403,192617
887,18,Rural,35-39,employed,802139,202510
888,18,Rural,40-49,employed,1286079,311878
889,18,Rural,50-59,employed,759862,160024
890,18,Rural,60-69,employed,367499,71061
891,18,Rural,70-79,employed,129626,20197
892,18,Rural,80+,employed,35331,6244
893,18,Rural,Age not stated,employed,2518,714
894,18,Rural,15-59,employed,5281946,1306380
895,18,Rural,60+,employed,532456,97502
896,18,Urban,Total,employed,1154468,221640
897,18,Urban,5-9,employed,1221,912
898,18,Urban,10-14,employed,5470,2410
899,18,Urban,15-19,employed,32688,6998
900,18,Urban,20-24,employed,87697,16915
901,18,Urban,25-29,employed,144630,29566
902,18,Urban,30-34,employed,154770,30029
903,18,Urban,35-39,employed,166761,33257
904,18,Urban,40-49,employed,293571,58242
905,18,Urban,50-59,employed,186752,31380
906,18,Urban,60-69,employed,58859,8609
907,18,Urban,70-79,employed,16752,2307
908,18,Urban,80+,employed,4438,801
909,18,Urban,Age not stated,employed,859,214
910,18,Urban,15-59,employed,1066869,206387
911,18,Urban,60+,employed,80049,11717
912,19,Total,Total,employed,21678279,4008351
913,19,Total,5-9,employed,26560,19097
914,19,Total,10-14,employed,136235,52383
915,19,Total,15-19,employed,974625,222085
916,19,Total,20-24,employed,2170356,414214
917,19,Total,25-29,employed,2810677,530471
918,19,Total,30-34,employed,2716401,526878
919,19,Total,35-39,employed,2887138,584238
920,19,Total,40-49,employed,5036849,915787
921,19,Total,50-59,employed,3271516,500837
922,19,Total,60-69,employed,1219949,177529
923,19,Total,70-79,employed,309068,42668
924,19,Total,80+,employed,97802,17601
925,19,Total,Age not stated,employed,21103,4563
926,19,Total,15-59,employed,19867562,3694510
927,19,Total,60+,employed,1626819,237798
928,19,Rural,Total,employed,14019915,2469570
929,19,Rural,5-9,employed,15882,11501
930,19,Rural,10-14,employed,92571,33282
931,19,Rural,15-19,employed,720502,148632
932,19,Rural,20-24,employed,1536660,272465
933,19,Rural,25-29,employed,1859377,326333
934,19,Rural,30-34,employed,1713731,322350
935,19,Rural,35-39,employed,1828019,361495
936,19,Rural,40-49,employed,3154462,557280
937,19,Rural,50-59,employed,1992589,288260
938,19,Rural,60-69,employed,828726,111229
939,19,Rural,70-79,employed,209868,25495
940,19,Rural,80+,employed,58785,9414
941,19,Rural,Age not stated,employed,8743,1834
942,19,Rural,15-59,employed,12805340,2276815
943,19,Rural,60+,employed,1097379,146138
944,19,Urban,Total,employed,7658364,1538781
945,19,Urban,5-9,employed,10678,7596
946,19,Urban,10-14,employed,43664,19101
947,19,Urban,15-19,employed,254123,73453
948,19,Urban,20-24,employed,633696,141749
949,19,Urban,25-29,employed,951300,204138
950,19,Urban,30-34,employed,1002670,204528
951,19,Urban,35-39,employed,1059119,222743
952,19,Urban,40-49,employed,1882387,358507
953,19,Urban,50-59,employed,1278927,212577
954,19,Urban,60-69,employed,391223,66300
955,19,Urban,70-79,employed,99200,17173
956,19,Urban,80+,employed,39017,8187
957,19,Urban,Age not stated,employed,12360,2729
958,19,Urban,15-59,employed,7062222,1417695
959,19,Urban,60+,employed,529440,91660
960,20,Total,Total,employed,5234442,1584153
961,20,Total,5-9,employed,13221,10870
962,20,Total,10-14,employed,40603,26302
963,20,Total,15-19,employed,217291,95337
964,20,Total,20-24,employed,491536,178395
965,20,Total,25-29,employed,701627,212778
966,20,Total,30-34,employed,710314,208757
967,20,Total,35-39,employed,707607,206968
968,20,Total,40-49,employed,1161187,327389
969,20,Total,50-59,employed,735768,195038
970,20,Total,60-69,employed,335027,94159
971,20,Total,70-79,employed,81917,18234
972,20,Total,80+,employed,18717,4591
973,20,Total,Age not stated,employed,19627,5335
974,20,Total,15-59,employed,4725330,1424662
975,20,Total,60+,employed,435661,116984
976,20,Rural,Total,employed,3563422,1323418
977,20,Rural,5-9,employed,10738,9120
978,20,Rural,10-14,employed,32504,22903
979,20,Rural,15-19,employed,168543,84801
980,20,Rural,20-24,employed,358160,156146
981,20,Rural,25-29,employed,482073,178489
982,20,Rural,30-34,employed,471472,173357
983,20,Rural,35-39,employed,467761,168954
984,20,Rural,40-49,employed,757346,264755
985,20,Rural,50-59,employed,469861,158018
986,20,Rural,60-69,employed,258627,83502
987,20,Rural,70-79,employed,64278,16110
988,20,Rural,80+,employed,13841,3908
989,20,Rural,Age not stated,employed,8218,3355
990,20,Rural,15-59,employed,3175216,1184520
991,20,Rural,60+,employed,336746,103520
992,20,Urban,Total,employed,1671020,260735
993,20,Urban,5-9,employed,2483,1750
994,20,Urban,10-14,employed,8099,3399
995,20,Urban,15-19,employed,48748,10536
996,20,Urban,20-24,employed,133376,22249
997,20,Urban,25-29,employed,219554,34289
998,20,Urban,30-34,employed,238842,35400
999,20,Urban,35-39,employed,239846,38014
1000,20,Urban,40-49,employed,403841,62634
1001,20,Urban,50-59,employed,265907,37020
1002,20,Urban,60-69,employed,76400,10657
1003,20,Urban,70-79,employed,17639,2124
1004,20,Urban,80+,employed,4876,683
1005,20,Urban,Age not stated,employed,11409,1980
1006,20,Urban,15-59,employed,1550114,240142
1007,20,Urban,60+,employed,98915,13464
1008,21,Total,Total,employed,8794413,1913130
1009,21,Total,5-9,employed,11417,9121
1010,21,Total,10-14,employed,44908,26641
1011,21,Total,15-19,employed,332573,120469
1012,21,Total,20-24,employed,777589,199255
1013,21,Total,25-29,employed,1102230,241166
1014,21,Total,30-34,employed,1131486,242973
1015,21,Total,35-39,employed,1186718,263288
1016,21,Total,40-49,employed,2062988,437209
1017,21,Total,50-59,employed,1299118,235548
1018,21,Total,60-69,employed,621172,102652
1019,21,Total,70-79,employed,168034,23734
1020,21,Total,80+,employed,35485,5938
1021,21,Total,Age not stated,employed,20695,5136
1022,21,Total,15-59,employed,7892702,1739908
1023,21,Total,60+,employed,824691,132324
1024,21,Rural,Total,employed,7045991,1577956
1025,21,Rural,5-9,employed,8998,7511
1026,21,Rural,10-14,employed,36983,22896
1027,21,Rural,15-19,employed,274738,104852
1028,21,Rural,20-24,employed,627920,166633
1029,21,Rural,25-29,employed,876551,195988
1030,21,Rural,30-34,employed,888051,198376
1031,21,Rural,35-39,employed,936395,215281
1032,21,Rural,40-49,employed,1624322,354395
1033,21,Rural,50-59,employed,1030890,192814
1034,21,Rural,60-69,employed,547758,89878
1035,21,Rural,70-79,employed,148218,20408
1036,21,Rural,80+,employed,29685,4845
1037,21,Rural,Age not stated,employed,15482,4079
1038,21,Rural,15-59,employed,6258867,1428339
1039,21,Rural,60+,employed,725661,115131
1040,21,Urban,Total,employed,1748422,335174
1041,21,Urban,5-9,employed,2419,1610
1042,21,Urban,10-14,employed,7925,3745
1043,21,Urban,15-19,employed,57835,15617
1044,21,Urban,20-24,employed,149669,32622
1045,21,Urban,25-29,employed,225679,45178
1046,21,Urban,30-34,employed,243435,44597
1047,21,Urban,35-39,employed,250323,48007
1048,21,Urban,40-49,employed,438666,82814
1049,21,Urban,50-59,employed,268228,42734
1050,21,Urban,60-69,employed,73414,12774
1051,21,Urban,70-79,employed,19816,3326
1052,21,Urban,80+,employed,5800,1093
1053,21,Urban,Age not stated,employed,5213,1057
1054,21,Urban,15-59,employed,1633835,311569
1055,21,Urban,60+,employed,99030,17193
1056,22,Total,Total,employed,5597454,2644260
1057,22,Total,5-9,employed,5322,4648
1058,22,Total,10-14,employed,31121,22793
1059,22,Total,15-19,employed,270022,163222
1060,22,Total,20-24,employed,634549,322957
1061,22,Total,25-29,employed,769329,337440
1062,22,Total,30-34,employed,717562,348553
1063,22,Total,35-39,employed,733460,363741
1064,22,Total,40-49,employed,1246150,586380
1065,22,Total,50-59,employed,731455,312669
1066,22,Total,60-69,employed,340718,143159
1067,22,Total,70-79,employed,91806,29428
1068,22,Total,80+,employed,21870,7449
1069,22,Total,Age not stated,employed,4090,1821
1070,22,Total,15-59,employed,5102527,2434962
1071,22,Total,60+,employed,454394,180036
1072,22,Rural,Total,employed,4114031,2251240
1073,22,Rural,5-9,employed,4053,3667
1074,22,Rural,10-14,employed,24832,19710
1075,22,Rural,15-19,employed,214425,145577
1076,22,Rural,20-24,employed,481286,284662
1077,22,Rural,25-29,employed,554943,285056
1078,22,Rural,30-34,employed,507263,293523
1079,22,Rural,35-39,employed,527966,304007
1080,22,Rural,40-49,employed,895552,491004
1081,22,Rural,50-59,employed,526186,265218
1082,22,Rural,60-69,employed,281070,125263
1083,22,Rural,70-79,employed,76824,25851
1084,22,Rural,80+,employed,17558,6433
1085,22,Rural,Age not stated,employed,2073,1269
1086,22,Rural,15-59,employed,3707621,2069047
1087,22,Rural,60+,employed,375452,157547
1088,22,Urban,Total,employed,1483423,393020
1089,22,Urban,5-9,employed,1269,981
1090,22,Urban,10-14,employed,6289,3083
1091,22,Urban,15-19,employed,55597,17645
1092,22,Urban,20-24,employed,153263,38295
1093,22,Urban,25-29,employed,214386,52384
1094,22,Urban,30-34,employed,210299,55030
1095,22,Urban,35-39,employed,205494,59734
1096,22,Urban,40-49,employed,350598,95376
1097,22,Urban,50-59,employed,205269,47451
1098,22,Urban,60-69,employed,59648,17896
1099,22,Urban,70-79,employed,14982,3577
1100,22,Urban,80+,employed,4312,1016
1101,22,Urban,Age not stated,employed,2017,552
1102,22,Urban,15-59,employed,1394906,365915
1103,22,Urban,60+,employed,78942,22489
1104,23,Total,Total,employed,16362065,6340054
1105,23,Total,5-9,employed,32195,26925
1106,23,Total,10-14,employed,136763,90427
1107,23,Total,15-19,employed,904914,414179
1108,23,Total,20-24,employed,1912468,735727
1109,23,Total,25-29,employed,2180464,808180
1110,23,Total,30-34,employed,2132963,839326
1111,23,Total,35-39,employed,2068377,832880
1112,23,Total,40-49,employed,3419357,1331053
1113,23,Total,50-59,employed,2070947,742743
1114,23,Total,60-69,employed,1045822,384149
1115,23,Total,70-79,employed,348234,100877
1116,23,Total,80+,employed,95452,28581
1117,23,Total,Age not stated,employed,14109,5007
1118,23,Total,15-59,employed,14689490,5704088
1119,23,Total,60+,employed,1489508,513607
1120,23,Rural,Total,employed,11488183,5241375
1121,23,Rural,5-9,employed,24435,21080
1122,23,Rural,10-14,employed,106851,78153
1123,23,Rural,15-19,employed,699331,367086
1124,23,Rural,20-24,employed,1407773,637618
1125,23,Rural,25-29,employed,1508368,670645
1126,23,Rural,30-34,employed,1451545,686899
1127,23,Rural,35-39,employed,1417032,670875
1128,23,Rural,40-49,employed,2306479,1068271
1129,23,Rural,50-59,employed,1390743,602365
1130,23,Rural,60-69,employed,812282,325246
1131,23,Rural,70-79,employed,281669,86218
1132,23,Rural,80+,employed,74751,23701
1133,23,Rural,Age not stated,employed,6924,3218
1134,23,Rural,15-59,employed,10181271,4703759
1135,23,Rural,60+,employed,1168702,435165
1136,23,Urban,Total,employed,4873882,1098679
1137,23,Urban,5-9,employed,7760,5845
1138,23,Urban,10-14,employed,29912,12274
1139,23,Urban,15-19,employed,205583,47093
1140,23,Urban,20-24,employed,504695,98109
1141,23,Urban,25-29,employed,672096,137535
1142,23,Urban,30-34,employed,681418,152427
1143,23,Urban,35-39,employed,651345,162005
1144,23,Urban,40-49,employed,1112878,262782
1145,23,Urban,50-59,employed,680204,140378
1146,23,Urban,60-69,employed,233540,58903
1147,23,Urban,70-79,employed,66565,14659
1148,23,Urban,80+,employed,20701,4880
1149,23,Urban,Age not stated,employed,7185,1789
1150,23,Urban,15-59,employed,4508219,1000329
1151,23,Urban,60+,employed,320806,78442
1152,24,Total,Total,employed,16567695,3797679
1153,24,Total,5-9,employed,28513,16983
1154,24,Total,10-14,employed,136922,67900
1155,24,Total,15-19,employed,946960,286631
1156,24,Total,20-24,employed,2017588,427371
1157,24,Total,25-29,employed,2340893,465320
1158,24,Total,30-34,employed,2227995,496152
1159,24,Total,35-39,employed,2085642,496557
1160,24,Total,40-49,employed,3439817,829592
1161,24,Total,50-59,employed,2121606,450113
1162,24,Total,60-69,employed,853037,182719
1163,24,Total,70-79,employed,241517,49144
1164,24,Total,80+,employed,65487,14801
1165,24,Total,Age not stated,employed,61718,14396
1166,24,Total,15-59,employed,15180501,3451736
1167,24,Total,60+,employed,1160041,246664
1168,24,Rural,Total,employed,9141339,2736781
1169,24,Rural,5-9,employed,14227,9941
1170,24,Rural,10-14,employed,82209,50028
1171,24,Rural,15-19,employed,559280,218090
1172,24,Rural,20-24,employed,1085504,306294
1173,24,Rural,25-29,employed,1200790,322207
1174,24,Rural,30-34,employed,1170284,352879
1175,24,Rural,35-39,employed,1131268,353638
1176,24,Rural,40-49,employed,1891565,597455
1177,24,Rural,50-59,employed,1194945,326707
1178,24,Rural,60-69,employed,570100,142223
1179,24,Rural,70-79,employed,171654,37650
1180,24,Rural,80+,employed,40559,10146
1181,24,Rural,Age not stated,employed,28954,9523
1182,24,Rural,15-59,employed,8233636,2477270
1183,24,Rural,60+,employed,782313,190019
1184,24,Urban,Total,employed,7426356,1060898
1185,24,Urban,5-9,employed,14286,7042
1186,24,Urban,10-14,employed,54713,17872
1187,24,Urban,15-19,employed,387680,68541
1188,24,Urban,20-24,employed,932084,121077
1189,24,Urban,25-29,employed,1140103,143113
1190,24,Urban,30-34,employed,1057711,143273
1191,24,Urban,35-39,employed,954374,142919
1192,24,Urban,40-49,employed,1548252,232137
1193,24,Urban,50-59,employed,926661,123406
1194,24,Urban,60-69,employed,282937,40496
1195,24,Urban,70-79,employed,69863,11494
1196,24,Urban,80+,employed,24928,4655
1197,24,Urban,Age not stated,employed,32764,4873
1198,24,Urban,15-59,employed,6946865,974466
1199,24,Urban,60+,employed,377728,56645
1200,25,Total,Total,employed,104614,11821
1201,25,Total,5-9,employed,50,37
1202,25,Total,10-14,employed,548,139
1203,25,Total,15-19,employed,11398,913
1204,25,Total,20-24,employed,24541,1541
1205,25,Total,25-29,employed,20707,1813
1206,25,Total,30-34,employed,14640,1871
1207,25,Total,35-39,employed,11776,1827
1208,25,Total,40-49,employed,13310,2275
1209,25,Total,50-59,employed,5355,935
1210,25,Total,60-69,employed,1596,365
1211,25,Total,70-79,employed,354,69
1212,25,Total,80+,employed,162,19
1213,25,Total,Age not stated,employed,177,17
1214,25,Total,15-59,employed,101727,11175
1215,25,Total,60+,employed,2112,453
1216,25,Rural,Total,employed,18131,3304
1217,25,Rural,5-9,employed,8,7
1218,25,Rural,10-14,employed,89,28
1219,25,Rural,15-19,employed,1422,263
1220,25,Rural,20-24,employed,3087,385
1221,25,Rural,25-29,employed,3017,404
1222,25,Rural,30-34,employed,2639,501
1223,25,Rural,35-39,employed,2481,508
1224,25,Rural,40-49,employed,3199,707
1225,25,Rural,50-59,employed,1531,320
1226,25,Rural,60-69,employed,506,138
1227,25,Rural,70-79,employed,98,27
1228,25,Rural,80+,employed,32,8
1229,25,Rural,Age not stated,employed,22,8
1230,25,Rural,15-59,employed,17376,3088
1231,25,Rural,60+,employed,636,173
1232,25,Urban,Total,employed,86483,8517
1233,25,Urban,5-9,employed,42,30
1234,25,Urban,10-14,employed,459,111
1235,25,Urban,15-19,employed,9976,650
1236,25,Urban,20-24,employed,21454,1156
1237,25,Urban,25-29,employed,17690,1409
1238,25,Urban,30-34,employed,12001,1370
1239,25,Urban,35-39,employed,9295,1319
1240,25,Urban,40-49,employed,10111,1568
1241,25,Urban,50-59,employed,3824,615
1242,25,Urban,60-69,employed,1090,227
1243,25,Urban,70-79,employed,256,42
1244,25,Urban,80+,employed,130,11
1245,25,Urban,Age not stated,employed,155,9
1246,25,Urban,15-59,employed,84351,8087
1247,25,Urban,60+,employed,1476,280
1248,26,Total,Total,employed,109125,21174
1249,26,Total,5-9,employed,74,53
1250,26,Total,10-14,employed,525,402
1251,26,Total,15-19,employed,8500,2212
1252,26,Total,20-24,employed,21416,3285
1253,26,Total,25-29,employed,20857,3209
1254,26,Total,30-34,employed,16558,2922
1255,26,Total,35-39,employed,13768,2722
1256,26,Total,40-49,employed,16539,3705
1257,26,Total,50-59,employed,7383,1825
1258,26,Total,60-69,employed,2777,657
1259,26,Total,70-79,employed,505,125
1260,26,Total,80+,employed,147,37
1261,26,Total,Age not stated,employed,76,20
1262,26,Total,15-59,employed,105021,19880
1263,26,Total,60+,employed,3429,819
1264,26,Rural,Total,employed,48239,13972
1265,26,Rural,5-9,employed,32,35
1266,26,Rural,10-14,employed,274,313
1267,26,Rural,15-19,employed,3891,1698
1268,26,Rural,20-24,employed,9330,2283
1269,26,Rural,25-29,employed,8586,1948
1270,26,Rural,30-34,employed,6446,1650
1271,26,Rural,35-39,employed,5515,1610
1272,26,Rural,40-49,employed,7875,2461
1273,26,Rural,50-59,employed,4148,1304
1274,26,Rural,60-69,employed,1745,530
1275,26,Rural,70-79,employed,311,102
1276,26,Rural,80+,employed,58,27
1277,26,Rural,Age not stated,employed,28,11
1278,26,Rural,15-59,employed,45791,12954
1279,26,Rural,60+,employed,2114,659
1280,26,Urban,Total,employed,60886,7202
1281,26,Urban,5-9,employed,42,18
1282,26,Urban,10-14,employed,251,89
1283,26,Urban,15-19,employed,4609,514
1284,26,Urban,20-24,employed,12086,1002
1285,26,Urban,25-29,employed,12271,1261
1286,26,Urban,30-34,employed,10112,1272
1287,26,Urban,35-39,employed,8253,1112
1288,26,Urban,40-49,employed,8664,1244
1289,26,Urban,50-59,employed,3235,521
1290,26,Urban,60-69,employed,1032,127
1291,26,Urban,70-79,employed,194,23
1292,26,Urban,80+,employed,89,10
1293,26,Urban,Age not stated,employed,48,9
1294,26,Urban,15-59,employed,59230,6926
1295,26,Urban,60+,employed,1315,160
1296,27,Total,Total,employed,29989314,13773576
1297,27,Total,5-9,employed,79254,65641
1298,27,Total,10-14,employed,205007,147014
1299,27,Total,15-19,employed,1291816,669243
1300,27,Total,20-24,employed,3373488,1569710
1301,27,Total,25-29,employed,4302204,1832986
1302,27,Total,30-34,employed,4035244,1782537
1303,27,Total,35-39,employed,3817066,1802446
1304,27,Total,40-49,employed,6230415,2829695
1305,27,Total,50-59,employed,3867306,1674663
1306,27,Total,60-69,employed,1882172,1040727
1307,27,Total,70-79,employed,644074,247997
1308,27,Total,80+,employed,153376,62938
1309,27,Total,Age not stated,employed,107892,47979
1310,27,Total,15-59,employed,26917539,12161280
1311,27,Total,60+,employed,2679622,1351662
1312,27,Rural,Total,employed,16188697,10321369
1313,27,Rural,5-9,employed,51182,44380
1314,27,Rural,10-14,employed,131918,112103
1315,27,Rural,15-19,employed,803856,549962
1316,27,Rural,20-24,employed,1855102,1193492
1317,27,Rural,25-29,employed,2145897,1287921
1318,27,Rural,30-34,employed,1977955,1271635
1319,27,Rural,35-39,employed,1913633,1298369
1320,27,Rural,40-49,employed,3209856,2080181
1321,27,Rural,50-59,employed,2090766,1287930
1322,27,Rural,60-69,employed,1350056,901760
1323,27,Rural,70-79,employed,503717,212229
1324,27,Rural,80+,employed,101888,48537
1325,27,Rural,Age not stated,employed,52871,32870
1326,27,Rural,15-59,employed,13997065,8969490
1327,27,Rural,60+,employed,1955661,1162526
1328,27,Urban,Total,employed,13800617,3452207
1329,27,Urban,5-9,employed,28072,21261
1330,27,Urban,10-14,employed,73089,34911
1331,27,Urban,15-19,employed,487960,119281
1332,27,Urban,20-24,employed,1518386,376218
1333,27,Urban,25-29,employed,2156307,545065
1334,27,Urban,30-34,employed,2057289,510902
